date,pub_count,close_mean,ret_1d,ret_fwd_5d,volume_sum,vol_4w,vol_growth,vol_z,pub_4w,pub_growth,pub_z,y_up_5d,top1,top2,top3,top4,top5,top1_count,top2_count,top3_count,top4_count,top5_count,total_publications,top1_share,top2_share,top3_share,top4_share,top5_share,top_list
2025-06-24,5,145.88666666666666,0.012890832928325,0.0173422291276332,13175583,260032903.0,-0.114486130643641,0.7186123002862357,217.0,0.25,-0.21922072481904067,1,Global Health Care Issues,Global Maternal and Child Health,HIV/AIDS Impact and Responses,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Systems and Reforms,5.0,2.0,1.0,1.0,1.0,13,1.0,0.4,0.2,0.2,0.2,"Global Health Care Issues|Global Maternal and Child Health|HIV/AIDS Impact and Responses|Health Systems, Economic Evaluations, Quality of Life|Healthcare Systems and Reforms"
2025-06-25,11,145.91666666666666,0.0002056390805649,0.009183323814963,12846847,260135543.0,-0.0249503949844193,0.6542890464957817,206.0,1.2000000000000002,-0.057465416978545895,1,Global Health Care Issues,Healthcare Systems and Reforms,Global Maternal and Child Health,Healthcare Policy and Management,"Birth, Development, and Health",11.0,4.0,2.0,2.0,1.0,24,1.0,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.09090909090909091,"Global Health Care Issues|Healthcare Systems and Reforms|Global Maternal and Child Health|Healthcare Policy and Management|Birth, Development, and Health"
2025-06-26,7,145.92,2.284408909192237e-05,0.0104166666666669,13820656,262307720.0,0.0758014009196186,0.8504369841822473,200.0,-0.36363636363636365,-0.16386729326474092,1,Global Health Care Issues,Air Quality and Health Impacts,Economic Analysis and Policy,"Energy, Environment, Economic Growth",Family Dynamics and Relationships,7.0,1.0,1.0,1.0,1.0,16,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|Air Quality and Health Impacts|Economic Analysis and Policy|Energy, Environment, Economic Growth|Family Dynamics and Relationships"
2025-06-27,8,145.68666666666667,-0.0015990497076022,0.0024481764517456,14331887,265414304.0,0.0369903570423864,0.9355963243115184,199.0,0.1428571428571428,-0.13534340562844646,1,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Policy and Management,Healthcare Systems and Reforms,Air Quality and Health Impacts,8.0,2.0,2.0,2.0,1.0,19,1.0,0.25,0.25,0.25,0.125,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Healthcare Policy and Management|Healthcare Systems and Reforms|Air Quality and Health Impacts"
2025-06-30,34,146.53666666666666,0.0058344392074314,0.0012283615022405,13090859,266253168.0,-0.0865920865828763,0.6833901947712623,221.0,3.25,0.5548604869192756,1,Global Health Care Issues,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",Health disparities and outcomes,Employment and Welfare Studies,34.0,9.0,5.0,4.0,2.0,77,1.0,0.2647058823529412,0.14705882352941177,0.11764705882352941,0.058823529411764705,"Global Health Care Issues|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management|Health disparities and outcomes|Employment and Welfare Studies"
2025-07-01,58,148.41666666666666,0.0128295534678464,-0.0059517125210555,22077607,275269922.0,0.6864903212233819,2.097760785032056,225.0,0.7058823529411764,1.181461038202909,0,Global Health Care Issues,Healthcare Systems and Reforms,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Policy and Management,Health disparities and outcomes,58.0,8.0,6.0,6.0,4.0,118,1.0,0.13793103448275862,0.10344827586206896,0.10344827586206896,0.06896551724137931,"Global Health Care Issues|Healthcare Systems and Reforms|Health Systems, Economic Evaluations, Quality of Life|Healthcare Policy and Management|Health disparities and outcomes"
2025-07-02,15,147.2566666666667,-0.007815833801235,0.0078547660547341,14435824,274649365.0,-0.3461327579569652,0.9058062095904906,233.0,-0.7413793103448276,0.03509196700395645,1,Global Health Care Issues,Healthcare Systems and Reforms,Health disparities and outcomes,Employment and Welfare Studies,"Insurance, Mortality, Demography, Risk Management",15.0,4.0,3.0,2.0,2.0,35,1.0,0.26666666666666666,0.2,0.13333333333333333,0.13333333333333333,"Global Health Care Issues|Healthcare Systems and Reforms|Health disparities and outcomes|Employment and Welfare Studies|Insurance, Mortality, Demography, Risk Management"
2025-07-03,14,147.44000000000003,0.0012449917377821,-0.0029842647856757,7675770,271741563.0,-0.4682832098811955,-0.8511086477085404,241.0,-0.06666666666666665,0.009090371003873329,0,Global Health Care Issues,Health disparities and outcomes,Global Maternal and Child Health,Global Public Health Policies and Epidemiology,"Health Systems, Economic Evaluations, Quality of Life",14.0,7.0,3.0,2.0,2.0,40,1.0,0.5,0.21428571428571427,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|Health disparities and outcomes|Global Maternal and Child Health|Global Public Health Policies and Epidemiology|Health Systems, Economic Evaluations, Quality of Life"
2025-07-07,20,146.04333333333332,-0.0094727798878642,0.0066875128386554,14909967,272307826.0,0.9424718301877206,0.9799904861898828,258.0,0.4285714285714286,0.1702345059948925,1,Global Health Care Issues,Global Maternal and Child Health,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",Employment and Welfare Studies,20.0,3.0,3.0,3.0,2.0,45,1.0,0.15,0.15,0.15,0.1,"Global Health Care Issues|Global Maternal and Child Health|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management|Employment and Welfare Studies"
2025-07-08,4,146.71666666666667,0.0046105037317691,-0.0166534136089968,20285115,282809905.0,0.3605070353274424,1.7961904310373948,257.0,-0.8,-0.6244523443564844,0,Global Health Care Issues,Healthcare Policy and Management,"Birth, Development, and Health",Employment and Welfare Studies,Global Public Health Policies and Epidemiology,4.0,2.0,1.0,1.0,1.0,9,1.0,0.5,0.25,0.25,0.25,"Global Health Care Issues|Healthcare Policy and Management|Birth, Development, and Health|Employment and Welfare Studies|Global Public Health Policies and Epidemiology"
2025-07-09,5,147.53333333333333,0.0055662842212882,-0.009963849977406,14600748,286078053.0,-0.280223553083135,0.8808070579832784,258.0,0.25,-0.5231673313523569,0,Global Health Care Issues,Health disparities and outcomes,Agricultural risk and resilience,Air Quality and Health Impacts,Employment and Welfare Studies,5.0,2.0,1.0,1.0,1.0,13,1.0,0.4,0.2,0.2,0.2,Global Health Care Issues|Health disparities and outcomes|Agricultural risk and resilience|Air Quality and Health Impacts|Employment and Welfare Studies
2025-07-10,4,148.41333333333333,0.005964753727971,-0.0260309046806217,18220124,291583881.0,0.2478897656476228,1.4606363314964037,257.0,-0.19999999999999996,-0.616743577729719,0,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",,4.0,2.0,2.0,2.0,,10,1.0,0.5,0.5,0.5,,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management"
2025-07-11,6,147.0,-0.0095229539124965,-0.0237641723356007,14897738,292031199.0,-0.1823470575721658,0.9098129505393622,259.0,0.5,-0.423165893172406,0,Global Health Care Issues,Global Maternal and Child Health,Demographic Trends and Gender Preferences,Economics of Agriculture and Food Markets,"Health Systems, Economic Evaluations, Quality of Life",6.0,2.0,1.0,1.0,1.0,16,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Global Maternal and Child Health|Demographic Trends and Gender Preferences|Economics of Agriculture and Food Markets|Health Systems, Economic Evaluations, Quality of Life"
2025-07-14,8,147.02,0.0001360544217687,-0.0294971205731648,11651381,293145803.0,-0.217909390002697,0.2364609163801144,251.0,0.33333333333333326,-0.2289623090272245,0,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Policy and Management,Healthcare Systems and Reforms,Global Maternal and Child Health,8.0,3.0,3.0,2.0,1.0,19,1.0,0.375,0.375,0.25,0.125,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Healthcare Policy and Management|Healthcare Systems and Reforms|Global Maternal and Child Health"
2025-07-15,5,144.27333333333334,-0.0186822654514124,0.0073702693960537,17887142,296171989.0,0.5351950125053846,1.379812382393736,247.0,-0.375,-0.5170292446030841,1,Global Health Care Issues,Emergency and Acute Care Studies,Global Maternal and Child Health,Health disparities and outcomes,Healthcare Policy and Management,5.0,1.0,1.0,1.0,1.0,10,1.0,0.2,0.2,0.2,0.2,Global Health Care Issues|Emergency and Acute Care Studies|Global Maternal and Child Health|Health disparities and outcomes|Healthcare Policy and Management
2025-07-16,4,146.06333333333336,0.0124070052215703,0.0153814555329878,14985596,295185797.0,-0.1622140641584888,0.8916933587374632,240.0,-0.19999999999999996,-0.6143819880699208,1,Global Health Care Issues,Global Public Health Policies and Epidemiology,"Health Systems, Economic Evaluations, Quality of Life",Health and Well-being Studies,Healthcare Policy and Management,4.0,1.0,1.0,1.0,1.0,10,1.0,0.25,0.25,0.25,0.25,"Global Health Care Issues|Global Public Health Policies and Epidemiology|Health Systems, Economic Evaluations, Quality of Life|Health and Well-being Studies|Healthcare Policy and Management"
2025-07-17,5,144.54999999999998,-0.0103608023916569,0.0214228064107,16522919,297556187.0,0.1025867105986308,1.1395449287053063,238.0,0.25,-0.5170292446030841,1,Global Health Care Issues,Global Maternal and Child Health,Healthcare Systems and Reforms,Renal Diseases and Glomerulopathies,Sex and Gender in Healthcare,5.0,1.0,1.0,1.0,1.0,9,1.0,0.2,0.2,0.2,0.2,Global Health Care Issues|Global Maternal and Child Health|Healthcare Systems and Reforms|Renal Diseases and Glomerulopathies|Sex and Gender in Healthcare
2025-07-18,8,143.5066666666667,-0.007217802375187,0.0344467155997398,14050967,298638991.0,-0.1496074634270131,0.7025822751189184,234.0,0.6000000000000001,-0.22180710795661016,1,Global Health Care Issues,Healthcare Systems and Reforms,Health disparities and outcomes,Intergenerational Family Dynamics and Caregiving,Economic Growth and Productivity,8.0,3.0,2.0,2.0,1.0,21,1.0,0.375,0.25,0.25,0.125,Global Health Care Issues|Healthcare Systems and Reforms|Health disparities and outcomes|Intergenerational Family Dynamics and Caregiving|Economic Growth and Productivity
2025-07-21,14,142.6833333333333,-0.0057372479791882,0.0316785422263756,10242957,294588712.0,-0.2710140875001698,-0.1440319358907547,239.0,0.75,0.3611892279728591,1,Global Health Care Issues,Healthcare Systems and Reforms,Employment and Welfare Studies,Health disparities and outcomes,Healthcare Policy and Management,14.0,5.0,2.0,2.0,2.0,36,1.0,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Healthcare Systems and Reforms|Employment and Welfare Studies|Health disparities and outcomes|Healthcare Policy and Management
2025-07-22,6,145.33666666666667,0.018595958416073,0.0060090364899887,17613267,297322954.0,0.7195490520950152,1.282022658305003,241.0,-0.5714285714285714,-0.43191940044849514,1,Global Health Care Issues,Health disparities and outcomes,"Insurance, Mortality, Demography, Risk Management",Global Healthcare and Medical Tourism,Healthcare Systems and Reforms,6.0,3.0,2.0,1.0,1.0,14,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Health disparities and outcomes|Insurance, Mortality, Demography, Risk Management|Global Healthcare and Medical Tourism|Healthcare Systems and Reforms"
2025-07-23,7,148.31,0.020458246370496,-0.0154181556649359,17476826,301624197.0,-0.0077464901883336,1.2404450255717774,243.0,0.16666666666666674,-0.33065447666557274,0,Global Health Care Issues,COVID-19 and healthcare impacts,Global Cancer Incidence and Screening,Global Maternal and Child Health,"Health Systems, Economic Evaluations, Quality of Life",7.0,1.0,1.0,1.0,1.0,12,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|COVID-19 and healthcare impacts|Global Cancer Incidence and Screening|Global Maternal and Child Health|Health Systems, Economic Evaluations, Quality of Life"
2025-07-24,5,147.64666666666668,-0.0044726136695659,-0.0365286494784847,12471345,301248695.0,-0.2864067537206126,0.3396303051367597,237.0,-0.2857142857142857,-0.5271242578746518,0,Global Health Care Issues,Health disparities and outcomes,Blood Pressure and Hypertension Studies,"Health Systems, Economic Evaluations, Quality of Life","Insurance, Mortality, Demography, Risk Management",5.0,3.0,1.0,1.0,1.0,13,1.0,0.6,0.2,0.2,0.2,"Global Health Care Issues|Health disparities and outcomes|Blood Pressure and Hypertension Studies|Health Systems, Economic Evaluations, Quality of Life|Insurance, Mortality, Demography, Risk Management"
2025-07-25,1,148.45000000000002,0.005440917505757,-0.0373638711126081,10069492,297497531.0,-0.1925897327032489,-0.2302051347675758,231.0,-0.8,-0.9191207289714619,0,Climate Change and Health Impacts,Global Health Care Issues,,,,1.0,1.0,,,,2,1.0,1.0,,,,Climate Change and Health Impacts|Global Health Care Issues
2025-07-28,13,147.20333333333335,-0.0083978893005501,-0.0151491134711624,11716119,294881763.0,0.1635263228770627,0.1668538044677478,236.0,12.0,0.25825592578371154,0,Global Health Care Issues,"Insurance, Mortality, Demography, Risk Management",Health disparities and outcomes,"Income, Poverty, and Inequality",Blood Pressure and Hypertension Studies,13.0,3.0,2.0,2.0,1.0,30,1.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.07692307692307693,"Global Health Care Issues|Insurance, Mortality, Demography, Risk Management|Health disparities and outcomes|Income, Poverty, and Inequality|Blood Pressure and Hypertension Studies"
2025-07-29,7,146.21,-0.00674803559702,-0.0118778925290108,15653687,297444591.0,0.3360812569418252,0.9301457839423236,209.0,-0.46153846153846156,-0.33011436498438296,0,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,Global Healthcare and Medical Tourism,Global Maternal and Child Health,7.0,2.0,2.0,1.0,1.0,16,1.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Global Healthcare and Medical Tourism|Global Maternal and Child Health
2025-07-30,7,146.02333333333334,-0.001276702459932,-0.0252927614308214,12449273,287816257.0,-0.2047066611207953,0.3195323207556059,158.0,0.0,-0.3328386103672946,0,Global Health Care Issues,Healthcare Systems and Reforms,Economic and Environmental Valuation,Employment and Welfare Studies,Global Health and Epidemiology,7.0,2.0,1.0,1.0,1.0,15,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Healthcare Systems and Reforms|Economic and Environmental Valuation|Employment and Welfare Studies|Global Health and Epidemiology
2025-07-31,9,142.25333333333333,-0.0258177916771292,-0.0100056237698002,28314089,301694522.0,1.2743568238884309,2.415418870887303,152.0,0.2857142857142858,-0.13876409540930928,0,Global Health Care Issues,Healthcare Systems and Reforms,Cardiac Health and Mental Health,Chronic Kidney Disease and Diabetes,Climate Change and Health Impacts,9.0,3.0,1.0,1.0,1.0,20,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,Global Health Care Issues|Healthcare Systems and Reforms|Cardiac Health and Mental Health|Chronic Kidney Disease and Diabetes|Climate Change and Health Impacts
2025-08-01,40,142.90333333333334,0.0045693129627895,-0.0059947283711601,21890674,315909426.0,-0.2268628526243595,1.712890505515656,178.0,3.4444444444444446,2.8070425498083615,0,Global Health Care Issues,Health disparities and outcomes,"Financial Literacy, Pension, Retirement Analysis",Healthcare Policy and Management,Climate Change and Health Impacts,40.0,8.0,5.0,4.0,3.0,99,1.0,0.2,0.125,0.1,0.075,"Global Health Care Issues|Health disparities and outcomes|Financial Literacy, Pension, Retirement Analysis|Healthcare Policy and Management|Climate Change and Health Impacts"
2025-08-04,10,144.97333333333333,0.0144853164143592,-0.0193598822772004,12155275,313154734.0,-0.444728152271602,0.2000662311834227,168.0,-0.75,-0.06690675633346033,0,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,Global Maternal and Child Health,Healthcare Policy and Management,10.0,3.0,3.0,2.0,2.0,25,1.0,0.3,0.3,0.2,0.2,Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Global Maternal and Child Health|Healthcare Policy and Management
2025-08-05,8,144.47333333333333,-0.0034489101443944,-0.0080060910894743,15075759,307945378.0,0.2402647410280722,0.7495869944465233,172.0,-0.19999999999999996,-0.2417152295723279,0,Global Health Care Issues,Healthcare Systems and Reforms,Employment and Welfare Studies,Global Cancer Incidence and Screening,Global Maternal and Child Health,8.0,3.0,1.0,1.0,1.0,17,1.0,0.375,0.125,0.125,0.125,Global Health Care Issues|Healthcare Systems and Reforms|Employment and Welfare Studies|Global Cancer Incidence and Screening|Global Maternal and Child Health
2025-08-06,6,142.33,-0.0148354944395735,0.0237944682545256,15218644,308563274.0,0.0094777980995848,0.7680748370493448,173.0,-0.25,-0.44208028930531856,1,Global Health Care Issues,Geriatric Care and Nursing Homes,Global Maternal and Child Health,Health and Well-being Studies,Healthcare Policy and Management,6.0,1.0,1.0,1.0,1.0,10,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,Global Health Care Issues|Geriatric Care and Nursing Homes|Global Maternal and Child Health|Health and Well-being Studies|Healthcare Policy and Management
2025-08-07,5,140.83,-0.0105388884985596,0.0391961939927572,25900382,316243532.0,0.7018850036836397,2.0725541619804457,174.0,-0.16666666666666663,-0.5403721735733812,1,Global Health Care Issues,Global Maternal and Child Health,Climate Change and Health Impacts,Global Health and Epidemiology,Global Public Health Policies and Epidemiology,5.0,2.0,1.0,1.0,1.0,12,1.0,0.4,0.2,0.2,0.2,Global Health Care Issues|Global Maternal and Child Health|Climate Change and Health Impacts|Global Health and Epidemiology|Global Public Health Policies and Epidemiology
2025-08-08,3,142.04666666666665,0.0086392577339107,0.047026798704651,14505790,315851584.0,-0.4399391483878501,0.6132394451996434,171.0,-0.4,-0.7354822361937339,1,Global Health Care Issues,"Energy, Environment, and Transportation Policies",Global Energy and Sustainability Research,Healthcare Policy and Management,"Insurance, Mortality, Demography, Risk Management",3.0,1.0,1.0,1.0,1.0,7,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"Global Health Care Issues|Energy, Environment, and Transportation Policies|Global Energy and Sustainability Research|Healthcare Policy and Management|Insurance, Mortality, Demography, Risk Management"
2025-08-11,7,142.16666666666666,0.0008447927911015,0.0438452520515826,15298240,319498443.0,0.0546299098497911,0.7400128793098654,170.0,1.3333333333333335,-0.3408403310107412,1,Global Health Care Issues,Health disparities and outcomes,Aortic aneurysm repair treatments,Economic Growth and Productivity,Employment and Welfare Studies,7.0,2.0,1.0,1.0,1.0,18,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Health disparities and outcomes|Aortic aneurysm repair treatments|Economic Growth and Productivity|Employment and Welfare Studies
2025-08-12,10,143.31666666666666,0.0080890973036342,0.0409349924409816,18496665,320107966.0,0.2090714356684166,1.1956150174903617,175.0,0.4285714285714286,-0.041723238968761595,1,Global Health Care Issues,Health disparities and outcomes,Healthcare Policy and Management,Chronic Obstructive Pulmonary Disease (COPD) Research,Demographic Trends and Gender Preferences,10.0,2.0,2.0,1.0,1.0,24,1.0,0.2,0.2,0.1,0.1,Global Health Care Issues|Health disparities and outcomes|Healthcare Policy and Management|Chronic Obstructive Pulmonary Disease (COPD) Research|Demographic Trends and Gender Preferences
2025-08-13,3,145.71666666666667,0.0167461332713105,0.0293949445270502,16058416,321180786.0,-0.1318210066517396,0.8288575815214437,174.0,-0.7,-0.7360609138828692,1,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Health disparities and outcomes,Healthcare Policy and Management,Healthcare Systems and Reforms,3.0,1.0,1.0,1.0,1.0,9,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Health disparities and outcomes|Healthcare Policy and Management|Healthcare Systems and Reforms"
2025-08-14,2,146.35000000000002,0.0043463342102254,0.0222298143719392,16319673,320977540.0,0.0162691637830281,0.8555785410502579,171.0,-0.33333333333333337,-0.8315348737607688,1,Global Health Care Issues,Economic Growth and Productivity,Fiscal Policy and Economic Growth,,,2.0,1.0,1.0,,,4,1.0,0.5,0.5,,,Global Health Care Issues|Economic Growth and Productivity|Fiscal Policy and Economic Growth
2025-08-15,3,148.72666666666666,0.0162396082450744,0.0149715361513291,15043320,321969893.0,-0.0782094714765424,0.6392166805038523,166.0,0.5,-0.7281328758893237,1,Global Health Care Issues,Corporate Finance and Governance,HIV/AIDS Impact and Responses,Healthcare Policy and Management,Healthcare Systems and Reforms,3.0,1.0,1.0,1.0,1.0,8,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Global Health Care Issues|Corporate Finance and Governance|HIV/AIDS Impact and Responses|Healthcare Policy and Management|Healthcare Systems and Reforms
2025-08-18,13,148.39999999999998,-0.0021964229683089,0.0022686433063792,13508834,325235770.0,-0.1020044777349681,0.3551765423940132,165.0,3.333333333333333,0.2558347378529528,1,Global Health Care Issues,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",COVID-19 Pandemic Impacts,Climate Change and Health Impacts,13.0,3.0,2.0,1.0,1.0,28,1.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,"Global Health Care Issues|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management|COVID-19 Pandemic Impacts|Climate Change and Health Impacts"
2025-08-19,5,149.18333333333334,0.0052785265049417,0.0034633001899229,14513366,322135869.0,0.0743611180654082,0.5335749758900571,164.0,-0.6153846153846154,-0.5243988315488347,1,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,Employment and Welfare Studies,"Health Systems, Economic Evaluations, Quality of Life",5.0,2.0,2.0,1.0,1.0,15,1.0,0.4,0.4,0.2,0.2,"Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Employment and Welfare Studies|Health Systems, Economic Evaluations, Quality of Life"
2025-08-20,5,150.0,0.0054742486872974,-0.0018888888888888,15481561,320140604.0,0.0667105756169863,0.685815233819713,162.0,0.0,-0.5207132851736536,0,Global Health Care Issues,Healthcare Systems and Reforms,Economic Growth and Productivity,Employment and Welfare Studies,Global Healthcare and Medical Tourism,5.0,2.0,1.0,1.0,1.0,13,1.0,0.4,0.2,0.2,0.2,Global Health Care Issues|Healthcare Systems and Reforms|Economic Growth and Productivity|Employment and Welfare Studies|Global Healthcare and Medical Tourism
2025-08-21,11,149.60333333333332,-0.0026444444444444,-0.0029188297943451,14171317,321840576.0,-0.0846325509423758,0.4468758280727294,168.0,1.2000000000000002,0.07082010891270893,0,Global Health Care Issues,Health disparities and outcomes,Employment and Welfare Studies,Healthcare Policy and Management,Social and Demographic Issues in Germany,11.0,4.0,2.0,2.0,2.0,27,1.0,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.18181818181818182,Global Health Care Issues|Health disparities and outcomes|Employment and Welfare Studies|Healthcare Policy and Management|Social and Demographic Issues in Germany
2025-08-22,7,150.95333333333335,0.0090238631046546,-0.0054763061431789,12872343,324643427.0,-0.091662193429164,0.1913775675901621,174.0,-0.36363636363636365,-0.32491453892755984,0,Global Health Care Issues,Healthcare Policy and Management,Healthcare Systems and Reforms,Blood Pressure and Hypertension Studies,Climate Change and Health Impacts,7.0,2.0,2.0,1.0,1.0,16,1.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Healthcare Policy and Management|Healthcare Systems and Reforms|Blood Pressure and Hypertension Studies|Climate Change and Health Impacts
2025-08-25,7,148.73666666666665,-0.014684449940379,,11439885,324367193.0,-0.111281838900657,-0.1227586050023982,168.0,0.0,-0.32088537099978137,0,Global Health Care Issues,Health disparities and outcomes,"Financial Literacy, Pension, Retirement Analysis",Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",7.0,2.0,1.0,1.0,1.0,13,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|Health disparities and outcomes|Financial Literacy, Pension, Retirement Analysis|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management"
2025-08-26,5,149.70000000000002,0.0064767710270949,,13092285,321805791.0,0.1444420114363038,0.2278961652907933,166.0,-0.2857142857142857,-0.5181001364571401,0,Global Health Care Issues,Healthcare Systems and Reforms,Global Maternal and Child Health,demographic modeling and climate adaptation,,5.0,2.0,1.0,1.0,,9,1.0,0.4,0.2,0.2,,Global Health Care Issues|Healthcare Systems and Reforms|Global Maternal and Child Health|demographic modeling and climate adaptation
2025-08-27,7,149.71666666666667,0.0001113337786684,,8823321,318179839.0,-0.3260671456510456,-0.8095566629804511,166.0,0.3999999999999999,-0.32176646242662793,0,Global Health Care Issues,Healthcare Policy and Management,Climate Change and Geoengineering,Climate Change and Health Impacts,German Economic Analysis & Policies,7.0,2.0,1.0,1.0,1.0,17,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Healthcare Policy and Management|Climate Change and Geoengineering|Climate Change and Health Impacts|German Economic Analysis & Policies
2025-08-28,7,149.16666666666666,-0.003673605699655,,9832519,299698269.0,0.1143784749529117,-0.5316065455011798,164.0,0.0,-0.32176646242662793,0,Global Health Care Issues,Healthcare Policy and Management,Emergency and Acute Care Studies,Employment and Welfare Studies,Global Maternal and Child Health,7.0,2.0,1.0,1.0,1.0,17,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Healthcare Policy and Management|Emergency and Acute Care Studies|Employment and Welfare Studies|Global Maternal and Child Health
2025-08-29,10,150.1266666666667,0.0064357541899442,,10277957,288085552.0,0.0453025313248822,-0.4184122434435012,134.0,0.4285714285714286,-0.02281747026293465,0,Global Health Care Issues,Health disparities and outcomes,Healthcare Policy and Management,Employment and Welfare Studies,"Financial Literacy, Pension, Retirement Analysis",10.0,3.0,2.0,1.0,1.0,24,1.0,0.3,0.2,0.1,0.1,"Global Health Care Issues|Health disparities and outcomes|Healthcare Policy and Management|Employment and Welfare Studies|Financial Literacy, Pension, Retirement Analysis"
